ticker,date,pre_fall_score,pre_fall_tier,tier_first_declared_time,tier_first_declared_bar,tier_high_time,tier_med_time,tier_low_time,tier_skip_locked,score_at_open,score_peak,score_peak_time,skip_disqualifiers,skip_signals_fired,skip_score_raw,skip_closest_tier,skip_gap_to_low,a_entry_vs_tier_gap,b_entry_vs_tier_gap,a_entered_before_tier,b_entered_before_tier,market_regime,run_day,prior_offerings,tier1_filings,catalyst_tier,float_shares,is_bluepr8nt,pm_volume,pm_volume_spike,rth_open_volume,rth_open_vol_spike,float_turnover_pct,short_interest_pct,pm_move_pct,pm_high,intraday_move_pct,gap_pct,price_d0_open,price_d0_high,price_d0_close,vol_ratio,pm_vol_ratio,vol_d0,final_type,confidence_pct_sim,ret_d1,ret_d3,ret_d5,ret_d10,max_dd_10d,wick_ratio,body_ratio,atr_ratio,candle_overlap_pct,body_to_range_ratio,range_contraction_ratio,session_range_vs_avg,volume_trend_slope,pm_candle_overlap,rth_candle_overlap,pm_body_ratio,rth_body_ratio,pm_wick_asymmetry,upper_wick_pct,lower_wick_pct,vol_above_vwap_pct,hod_set_pct_session,pm_atr,rth_atr,pm_volume_trend_slope,ah_move_pct,vpin_regime,price_path_efficiency,gap_fill_velocity,vwap_rejection_count,realized_spread_bps,true_vpin,float_rotation_rate,momentum_decay_rate,bid_ask_cross_freq_pm,dp_vol_pct_pm,dp_absorption_score,dp_prints_pre_hod,dp_vol_at_hod_window,dp_venue_concentration,trf_latency_flag,penny_flag,data_source,pm_to_rth_volume_ratio,halt_count_pm,halt_duration_total,ssr_active_pm,offering_proximity_days,dump_path_efficiency,bounce_count_post_hod,max_counter_rally_pct,avg_resistance_per_bar,dump_smoothness_label,entry_c_fired,entry_c_price,entry_c_pct_below_hod,entry_c_return,resistance_at_a_entry,a_entered_in_resistance,resistance_at_e_entry,e_entered_in_resistance,entry_c_vs_a_delta,entry_c_vs_e_delta,pm_open_price,intraday_max_gain_pct,close_vs_pm_open_pct,session_low_vs_pm_open_pct,intraday_gain_bucket,quiet_dump_flag,intraday_gain_pct,session_low_vs_pm_open,depth_imbalance_pm,depth_imbalance_pre_hod,depth_collapse_pct_pre_hod,round_number_ask_wall_density,bid_depth_decay_pm,bid_depth_decay_pre_hod,bid_ask_imbalance_pm,bid_ask_imbalance_pre_hod,quote_update_rate,wc_score,bp_score,concepts_score,gru_total,gru_tier,wc_gates_detail,lambda_regime,nm_regime,nm_chop_score,nm_variance,nm_flip_count,nm_dominant_side,s1_probability,s2_probability,total_flips,rth_flips,first_flip_time,first_flip_direction,contested_day,a_signals_at_entry,a_disqs_at_entry,a_confidence_at_entry,a_score_delta_pre,a_conf_delta_pre,a_score_trajectory,a_move_at_entry,a_hod_at_entry,a_entry_vs_hod_pct,a_entry_vs_vwap_pct,a_vol_ratio_at_entry,a_vpin_at_entry,a_entry_time,a_entry_price,a_mae_pct,a_mfe_pct,a_ret_1min,a_ret_2min,a_ret_3min,a_ret_4min,a_ret_5min,a_spread_bps_entry,a_spread_bps_mae,a_spread_widening_pct_mae,a_microprice_drift_pct,a_top_depth_imb_entry,a_top_depth_imb_mae,a_ret_10min,a_ret_15min,a_ret_20min,a_ret_25min,a_ret_30min,a_ret_35min,a_ret_40min,a_ret_45min,a_ret_50min,a_ret_55min,a_ret_60min,a_ret_70min,a_ret_80min,a_ret_90min,a_ret_100min,a_ret_110min,a_ret_120min,a_ret_rth_close,a_ret_d1_close,a_next_flip_time,a_bars_until_flip,a_section_at_entry,a_score_at_entry,a_margin_at_entry,a_wick_at_entry,a_optimal_exit_ret,a_rr_rth_close,a_nm_chop_pre,a_nm_regime_pre,a_flips_before_entry,a_near_miss_count,a_margin_mean_pre,a_margin_var_pre,b_signals_at_entry,b_disqs_at_entry,b_confidence_at_entry,b_score_delta_pre,b_score_trajectory,b_move_at_entry,b_hod_at_entry,b_entry_vs_hod_pct,b_vol_ratio_at_entry,b_vpin_at_entry,e_entry_time,e_entry_price,e_entry_bar,e_mae_pct,e_mfe_pct,e_ret_1min,e_ret_2min,e_ret_3min,e_ret_4min,e_ret_5min,e_ret_10min,e_ret_15min,e_ret_20min,e_ret_25min,e_ret_30min,e_ret_35min,e_ret_40min,e_ret_45min,e_ret_50min,e_ret_55min,e_ret_60min,e_ret_70min,e_ret_80min,e_ret_90min,e_ret_100min,e_ret_110min,e_ret_120min,e_ret_rth_close,e_ret_d1_close,e_next_flip_time,e_bars_until_flip,e_section_at_entry,e_score_at_entry,e_margin_at_entry,a_score_rth_open,a_candle_overlap_pre20,a_body_ratio_pre20,a_range_contraction_pre,a_atr_at_entry,a_vol_slope_pre20,a_wick_asymmetry_pre20,a_consecutive_red_pre,a_signal_arrival_order,a_flip_pattern_string,a_entry_path_signature,a_spread_proxy,a_slippage_estimate,a_liquidity_5bar_avg,a_vol_above_vwap_pre,a_t2_category,a_early_entry_mins,a_score_qualify_time,a_score_qualify_price,a_price_chg_to_qualify,a_score_peak_post,a_score_m30,a_score_m20,a_score_m10,a_score_velocity,a_score_accel,a_score_peak_pre,a_score_at_peak_time,b_score_rth_open,b_t2_category,b_early_entry_mins,b_score_qualify_time,b_score_qualify_price,b_price_chg_to_qualify,b_score_peak_post,b_score_m30,b_score_m20,b_score_m10,b_score_velocity,b_score_accel,b_score_peak_pre,b_score_at_peak_time,e_score_rth_open,e_candle_overlap_pre20,e_body_ratio_pre20,e_range_contraction_pre,e_atr_at_entry,e_vol_slope_pre20,e_wick_asymmetry_pre20,e_consecutive_red_pre,e_signal_arrival_order,e_flip_pattern_string,e_disq_resolution_lag,e_entry_path_signature,e_ret_if_waited_5bars,e_ret_if_entered_at_a,e_spread_proxy,e_slippage_estimate,e_liquidity_5bar_avg,e_vol_above_vwap_pre,e_t2_category,e_early_entry_mins,e_early_entry_bars,e_score_qualify_time,e_score_qualify_price,e_price_chg_to_qualify,e_score_peak_post,e_score_peak_time,e_score_post_5min,e_score_post_15min,e_score_post_30min,e_score_m30,e_score_m20,e_score_m10,e_score_velocity,e_score_accel,e_score_peak_pre,e_score_at_peak_time,e_wick_at_entry,e_optimal_exit_ret,e_rr_rth_close,e_nm_chop_pre,e_nm_regime_pre,e_flips_before_entry,e_near_miss_count,e_margin_mean_pre,e_margin_var_pre,e_signals_at_entry,e_disqs_at_entry,e_confidence_at_entry,e_score_delta_pre,e_conf_delta_pre,e_score_trajectory,e_move_at_entry,e_hod_at_entry,e_entry_vs_hod_pct,e_vol_ratio_at_entry,e_vpin_at_entry,e_entry_vs_tier_gap,e_entered_before_tier,c_entry_time,c_entry_price,c_entry_bar,c_lod_pct,c_mfe_pct,c_mae_pct,c_ret_rth_close,c_ret_d1_close,c_rr_rth_close,c_bounce_type,c_bounce_pct,c_edge,c_signals_at_lod,c_best_exit_rule,c_best_exit_ret,c_best_exit_rr,c_best_exit_time,c_best_exit_bars,c_e1_ret,c_e2_ret,c_e3_ret,c_e4_ret,c_e5_ret,c_e6_ret,c_e7_ret,c_e8_ret,c_e9_ret,c_e10_ret,c_e11_ret,d_entry_time,d_entry_price,d_entry_bar,d_hod_pct,d_mfe_pct,d_mae_pct,d_ret_rth_close,d_ret_d1_close,d_rr_rth_close,d_edge,c_entry_price_adj,c_ret_rth_adj,d_entry_price_adj,d_ret_rth_adj,d_signals_at_hod,d_retracement_pct,d_best_exit_rule,d_best_exit_ret,d_best_exit_rr,d_best_exit_time,d_best_exit_bars,d_e1_ret,d_e2_ret,d_e3_ret,d_e4_ret,d_e5_ret,d_e6_ret,d_e7_ret,d_e8_ret,d_e9_ret,d_e10_ret,d_e11_ret,b_entry_time,b_entry_price,b_mae_pct,b_mfe_pct,b_ret_1min,b_ret_2min,b_ret_3min,b_ret_4min,b_ret_5min,b_ret_10min,b_ret_15min,b_ret_20min,b_ret_25min,b_ret_30min,b_ret_35min,b_ret_40min,b_ret_45min,b_ret_50min,b_ret_55min,b_ret_60min,b_ret_70min,b_ret_80min,b_ret_90min,b_ret_100min,b_ret_110min,b_ret_120min,b_ret_rth_close,b_ret_d1_close,b_next_flip_time,b_bars_until_flip,b_section_at_entry,b_score_at_entry,b_margin_at_entry,b_wick_at_entry,b_optimal_exit_ret,b_rr_rth_close,b_nm_chop_pre,b_nm_regime_pre,b_flips_before_entry,b_near_miss_count,b_margin_mean_pre,b_margin_var_pre,winner,winner_ret,a_vs_b_diff,chop_adj_entry_price,chop_adj_entry_bar,chop_adj_ret_60,chop_adj_ret_rth,chop_adj_vs_actual,chop_adj_mae,chop_adj_found,a_score_delta_pre_raw,e_score_delta_pre_raw,tick_buy_pressure,tick_sell_pressure,tick_large_print_pct,tick_proxy_vpin,tick_rate_pm,tick_score_delta,tick_available
AUUD,2026-04-23,10,LOW,04:00,0,,,04:00,False,10,10,04:00,,DILUTION_DUMP | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_HIGH_1.00 | THICK_BOOK_LAMBDA_THICK,15,ALMOST_LOW,0,+263 bars after tier,+112 bars after tier,False,False,DILUTION_DUMP,1,1,S-1,,305809,1,31153.0,,6294507,,13494.592,,58.93,8.74,160.98,77.0,6.85,10.1,5.06,1934.32,1934.32,76191154.6109,2,,-63.83,-65.81,-65.42,,,0.809,,1.2613,30.94,0.7069,,72.69,-1.056,14.78,33.572,0.834,0.687,2.234,15.327,13.981,34.45,20.413,0.061429,0.063571,0.5668,-0.52,,0.0894,0,8,2136.02,0.4054,0.0185,0.00148,0.03,3.74,0.2023,315,41870,0.7758,0,0,,0.598,3,51.8,,,0.327094,76,6.5886,0.6696,CHOPPY,0,,,,,,0.8687,0,,,8.08,24.0099,37.6238,44.5545,20-45pct,1,,,-0.054145,0.321756,,100.0,,,-0.000901,0.148024,0.6485,6,3,1,10,HIGH,EARLY_HOD:1|VWAP_DUMP:1|QUIET_DUMP:1|SMALL_GAIN:1|HIGH_CONF:0|ZONE_A:1|DEEP_LOD:1,,TRANSITIONING,43.3,9.864,2,CONTESTED,0.9645,0.0355,2,1,,,False,DILUTION_DUMP | VWAP_FAIL_S1 | WICK_1.00,,55,0,0,FLAT,160.98,10.1,-45.042,0.0,1567.16,,10:47,5.55079984664917,11.995,-19.831,-0.465,0.667,0.897,2.057,2.328,54.00540054005446,64.82982171799033,20.043219881144413,11.30826393219527,-0.9801980198019802,0.658703071672355,0.166,3.409,7.732,7.428,5.57,3.951,3.225,1.427,3.949,4.363,3.589,0.526,-1.275,-2.899,-8.842,-6.32,-7.666,-9.202,-67.032,16:00,312,S1,10,-1.0,1.0,-19.831,0.77,15.2,TRENDING,1,40,-7.373,7.763,DILUTION_DUMP | LIVE_STRENGTH | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_HIGH_1.00 | THICK_BOOK_LAMBDA_THICK,,92,0,FLAT,0.0,6.8,-1.029,0.0,HIGH,07:37,7.1602,97,41.058,-37.851,-4.75,-5.183,-5.729,-9.639,-11.036,-6.707,-3.774,-7.413,-2.522,-4.332,-4.748,-5.043,-6.973,-5.451,-9.22,-7.808,5.859,-4.638,-5.592,-6.707,-4.751,21.519,-29.611,-74.442,09:59,125,S2,10,-8.5,10,67.22,0.4697,0.5109,0.16542,-1.7618,1.27,0,WICK_0.86→WICK_0.81→WICK_0.84→WICK_0.87→WICK_0.90,S2→S1,RWW,3.8751,1.9376,915803.0,21.71,ON_TIME,0,,,,,10,10,10,-0.189,-0.321,10,at_entry,10,ON_TIME,0,,,,,10,10,10,0.0,-0.089,10,at_entry,10,74.87,0.4305,0.307,0.20853,,4.65,3,LIVE_STRENGTH→PM_FADE_CONFIRMED→SMALL_BODY_0.00→VPIN_HIGH_1.00→THICK_BOOK_LAMBDA_THICK,S2,,WRR,22.102,,15.0834,7.5417,,,ON_TIME,0,0,,,,,09:31,10,10,10,10,10,10,0.0,-0.104,10,at_entry,0.184,-37.851,0.72,0.0,DEAD_CHOP,0,0,-8.387,0.102,DILUTION_DUMP | LIVE_STRENGTH | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_HIGH_1.00 | THICK_BOOK_LAMBDA_THICK,,92,0,0,FLAT,0.0,7.87,-9.019,0.0,HIGH,+97 bars after tier,False,15:22,4.45,538,-34.94,15.73,0.449,13.258,-58.876,29.53,INTRADAY,15.73,LONG_SETUP,DILUTION_DUMP | VWAP_FAIL_S1 | WICK_1.00,C-E2,5,0,15:34,12,13.258,5,10,15,13.258,1.438,11.236,13.258,13.258,13.258,13.258,09:43,10.1,215,47.66,55.941,-6.733,-50.099,-81.881,0.0,SHORT_SETUP,4.4722,12.695,10.0495,49.848,DILUTION_DUMP,50.1,D-E1,29.466,0,09:59,8,29.466,5,10,15,20,7.921,34.653,43.673,50.099,29.466,50.099,07:52,6.73,50.074,-33.878,0.594,-0.892,-2.377,-3.12,-1.495,3.709,1.783,1.34,1.027,-1.027,0.593,-3.418,-1.915,2.267,12.626,11.441,2.972,-1.328,-0.594,24.146,5.853,-1.189,-25.111,-72.808,09:59,110,S2,10,-8.5,0.025,-33.878,0.5,0.0,DEAD_CHOP,0,0,-8.384,0.104,B,-25.111,15.909,0.0,0,,,,,False,0,0,0.0,0.0,0.0,0.0,0.0,0,False
ARTL,2026-03-27,77,HIGH,04:14,0,04:14,04:14,04:14,False,77,77,04:14,,,0,,0,+391 bars after tier,+338 bars after tier,False,False,DILUTION_DUMP,1,7,S-1|S-1/A,1,632714,1,22345.0,,2427498,,3694.325,,134.31,9.41,524.14,150.47,7.989999771118164,19.90999984741211,10.539999961853027,20.81,20.81,82507200.0,2,,-17.17,-25.62,-37.29,-46.2,-51.8,0.752,0.205,0.8018,33.579,0.7062,,46.961,-1.0051,28.073,34.499,0.7095,0.7057,-1.378,14.605,14.773,83.697,47.727,0.141429,0.265714,-1.7342,11.99,,0.1716,0,27,253.88,0.5968,0.0064,0.00444,0.0,48.96,0.149,314,26960,0.974,0,0,,0.33,4,68.1,,,0.225372,66,7.9732,1.1656,CHOPPY,0,,,,,,,,,,2.9,585.8621,-262.4138,0.6897,SPIKE70+,0,,,-0.833333,-0.311603,77.6,100.0,,,,-0.415624,,1,3,3,7,DEVELOPING,EARLY_HOD:0|VWAP_DUMP:0|QUIET_DUMP:0|SMALL_GAIN:0|HIGH_CONF:0|ZONE_A:1|DEEP_LOD:0,,TRANSITIONING,34.1,13.625,25,CONTESTED,0.35,0.65,25,15,,,True,SERIAL_HEAVY | PRIOR3+DILUTION | SERIAL+PRIOR7 | DILUTION_DUMP | VWAP_FAIL_S1 | WICK_0.66 | OVEREXTENDED_AH_S2,,75,0,10,FLAT,524.13,19.9099,-39.477,0.0,19.28,,15:02,12.05,7.22,-33.444,0.344,-1.66,-1.5,-5.742,-7.718,287.4743326488718,186.62519440124436,-35.081093090424545,6.41845753567919,-0.3333333333333333,0.8037267080745342,-10.705,2.901,3.24,-0.747,0.415,-6.623,-7.304,-8.174,-9.793,-12.032,-8.548,-11.286,-18.257,-25.394,-22.407,-25.394,-31.286,-12.78,-27.552,,-1,S1,77,5.0,0.659,-33.444,1.77,0.8,TRENDING,25,3,-2.009,17.27,SERIAL_HEAVY | PRIOR3+DILUTION | SERIAL+PRIOR7 | DILUTION_DUMP | OVEREXTENDED_AH_S2,,75,0,FLAT,524.13,19.9099,-30.889,18.26,,13:41,15.74,314,6.099,-49.047,3.05,2.128,3.656,4.189,5.273,0.254,-8.958,-10.712,-14.549,-14.168,-19.377,-13.304,-13.405,-18.043,-15.818,-14.39,-20.457,-24.591,-28.908,-23.507,-28.209,-28.863,-33.227,-44.536,14:18,32,S2,77,-5.0,77,58.84,0.4321,0.824,0.38902,2.6875,4.93,0,SERIAL+PRIOR7→DILUTION_DUMP→OVEREXTENDED_AH_S2→VWAP_FAIL_S1→WICK_0.66,S1→S2→S1→S2→S1,WWW,3.2365,1.6182,989760.0,86.59,ON_TIME,0,,,,,77,77,77,0.041,0.01,77,at_entry,77,ON_TIME,0,,,,,77,77,77,0.053,-0.077,77,at_entry,77,59.61,0.4866,1.3314,0.48544,-1.3808,-5.12,4,SERIAL_HEAVY→PRIOR3+DILUTION→SERIAL+PRIOR7→DILUTION_DUMP→OVEREXTENDED_AH_S2,S2,,RRR,35.912,,11.3723,5.6861,1476923.0,89.49,ON_TIME,0,0,,,,,,77,77,77,77,77,77,0.061,-0.083,77,at_entry,0.35,-49.047,5.45,1.0,TRENDING,16,3,-2.027,17.668,SERIAL_HEAVY | PRIOR3+DILUTION | SERIAL+PRIOR7 | DILUTION_DUMP | OVEREXTENDED_AH_S2,,75,0,0,FLAT,524.13,19.9099,-20.944,17.62,,+314 bars after tier,False,09:30,7.45,149,-6.76,167.247,1.208,41.074,17.181,34.0,INTRADAY,167.25,LONG_SETUP,SERIAL_HEAVY | PRIOR3+DILUTION | SERIAL+PRIOR7 | DILUTION_DUMP | WICK_1.00 | OVEREXTENDED_AH_S2,C-E1,32.886,0,10:17,12,32.886,5,10,15,20,4.966,26.913,46.376,41.074,14.765,41.074,12:34,19.9099,251,149.19,59.719,-5.072,-47.212,-56.152,0.0,SHORT_SETUP,7.4872,40.372,19.8104,46.947,SERIAL_HEAVY | PRIOR3+DILUTION | SERIAL+PRIOR7 | DILUTION_DUMP | OVEREXTENDED_AH_S2,47.21,D-E1,34.344,0,14:18,96,34.344,5,10,15,20,5.148,12.607,13.51,47.212,34.344,47.212,14:09,13.76,4.651,-41.715,-2.253,2.834,1.161,-1.162,-0.363,-8.534,-1.235,2.18,-4.911,-3.27,-2.108,-6.831,-7.267,-11.337,-13.881,-20.858,-8.866,-10.756,-17.878,-19.695,-18.532,-24.927,-23.619,-36.555,14:18,8,S2,77,-5.0,0.516,-41.715,5.08,0.9,TRENDING,16,3,-2.238,16.994,B,-23.619,10.839,0.0,0,,,,,False,0,0,0.0,0.0,0.0,0.0,0.0,0,False
PN,2026-05-04,42,MEDIUM,04:00,0,,04:00,04:00,False,42,42,04:00,,,0,,0,+199 bars after tier,+127 bars after tier,False,False,NEWS_CONTINUATION,1,61,S-1,,501327,0,48485.0,,2373557,,4919.275,,23.87,6.77,4.17,0.0,,,,24356043,24356043.0,,2,,25.47,,,,,1.0,,0.8627,31.521,0.7659,,28.4,-0.295,33.336,30.96,0.7736,0.7636,3.208,12.028,11.383,56.174,21.164,0.109286,0.051071,1.6634,,,0.0425,,28,779.91,0.3087,0.0176,0.00579,0.47,0.0,0.0133,0,2318,0.8138,0,0,,4.041,0,0,,,0.041488,62,6.5944,0.6627,CHOPPY,1,5.48,9.2715,0.365,0.0,0,0.0,0,6.1831,,5.37,12.4767,-1.676,13.9665,10-20pct,0,,,0.019138,0.044614,0.0,100.0,,,-0.003387,-0.005509,15.7333,4,1,1,6,DEVELOPING,EARLY_HOD:1|VWAP_DUMP:0|QUIET_DUMP:0|SMALL_GAIN:1|HIGH_CONF:0|ZONE_A:1|DEEP_LOD:1,,TRENDING,0.0,13.156,64,CONTESTED,0.6667,0.3333,64,36,,,True,SERIAL_HEAVY | SERIAL+PRIOR61 | VWAP_FAIL_S1 | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_ELEVATED_0.49 | THICK_BOOK_LAMBDA_THICK,,62,0,0,FLAT,0.0,5.17,-0.197,0.0,0.0,ELEVATED,07:19,5.1598,17.059,-10.655,-0.578,0.585,0.975,1.167,1.942,77.66990291262142,242.2145328719733,211.85121107266536,13.553618711385724,-0.15789473684210525,0.9715909090909091,-2.128,-0.771,-2.516,0.004,-0.182,3.686,2.911,1.554,1.748,1.748,1.554,-0.791,-0.578,-0.566,0.779,5.624,4.849,5.816,32.767,09:22,122,S1,42,2.5,0.02,-10.655,,0.0,TRENDING,27,0,-1.555,20.032,SERIAL_HEAVY | SERIAL+PRIOR61 | VWAP_FAIL_S1 | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_ELEVATED_0.49 | THICK_BOOK_LAMBDA_THICK,,62,0,FLAT,0.0,5.74,-0.348,0.0,ELEVATED,04:30,5.52,30,22.645,-16.486,4.529,4.529,-0.543,1.268,1.993,0.906,-0.543,1.993,2.717,6.884,7.156,12.138,8.696,10.145,15.399,20.471,6.884,4.71,4.529,0.725,0.0,7.79,-1.089,24.103,04:34,3,S2,42,-6.5,42,57.18,0.5534,0.8382,0.13786,0.3067,-1.0,0,PM_FADE_CONFIRMED→SMALL_BODY_0.00→VPIN_ELEVATED_0.49→THICK_BOOK_LAMBDA_THICK→LIVE_STRENGTH,S1→S2→S1→S2→S1,RGG,1.7443,0.8721,489680.0,,ON_TIME,0,,,,,42,42,42,0.0,-0.202,42,at_entry,42,ON_TIME,0,,,,,42,42,42,0.0,-0.317,42,at_entry,42,64.07,0.5137,0.8281,0.15214,-3.8299,7.09,0,PM_FADE_CONFIRMED→SMALL_BODY_0.00→VPIN_ELEVATED_0.49→THICK_BOOK_LAMBDA_THICK→VWAP_FAIL_S1,S2→S1→S2→S1→S2,,RWG,2.328,,2.5362,1.2681,289777.0,,ON_TIME,0,0,,,,,12:09,42,42,42,42,42,42,0.0,0.0,42,at_entry,0.103,-16.486,0.05,0.0,TRENDING,6,0,-2.3,20.855,SERIAL_HEAVY | SERIAL+PRIOR61 | LIVE_STRENGTH | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_ELEVATED_0.49 | THICK_BOOK_LAMBDA_THICK,,82,0,0,FLAT,0.0,5.62,-1.779,0.0,ELEVATED,+30 bars after tier,False,11:10,4.61,430,-19.97,29.284,0.0,18.436,48.601,0.0,INTRADAY,29.28,LONG_SETUP,SERIAL_HEAVY | SERIAL+PRIOR61 | VWAP_FAIL_S1 | WICK_1.00,C-E1,12.798,0,11:33,23,12.798,5,10,15,20,0.517,13.015,26.024,18.436,12.798,18.436,09:30,6.0,330,4.17,23.167,-0.667,-9.002,14.175,0.0,MIXED,4.633,17.847,5.97,8.545,SERIAL_HEAVY | SERIAL+PRIOR61 | VWAP_FAIL_S1 | WICK_0.96,9.0,D-E1,14.0,0,11:38,128,14.0,5,10,15,20,6.958,14.002,17.25,9.002,10.865,9.002,06:07,5.72,5.594,-19.406,-1.049,-2.098,-2.797,-1.923,-3.147,-1.049,-3.147,-1.224,0.524,1.573,0.175,0.699,0.874,-0.175,-4.371,-7.152,-9.615,-8.916,-11.888,-8.566,-5.769,-9.615,-4.547,19.764,06:31,23,S1,42,2.5,0.018,-19.406,0.81,0.0,TRENDING,19,0,-3.5,17.952,B,-4.547,10.363,0.0,0,,,,,False,0,0,0.0,0.0,0.0,0.0,0.0,0,False
CNSP,2026-05-04,0,SKIP,,-1,,,,True,0,0,,,LIVE_STRENGTH | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_ELEVATED_0.70 | THICK_BOOK_LAMBDA_THICK,5,FAR_FROM_LOW,10,,,False,False,NEWS_CONTINUATION,1,1,S-1,,620280,0,20841.0,,4422268,,6711.377,,252.29,10.82,14.19,0.0,,,,41344095,41344095.0,,2,,-8.75,,,,,1.0,,1.3177,31.166,0.7908,,62.862,-0.5904,20.508,33.544,0.898,0.7676,4.063,10.755,10.167,18.019,19.002,0.200714,0.114643,0.9144,,,0.1641,,25,,0.44,0.0061,0.01026,0.0,20.25,0.0172,26,1720,0.6836,0,0,,0.86,3,31.2,,,0.084918,87,8.2969,0.7671,CHOPPY,0,,,,,,0.0,0,,,4.26,145.7746,-82.8638,0.0,SPIKE70+,0,,,-0.684211,,,100.0,,,,,,3,0,0,3,WEAK,EARLY_HOD:1|VWAP_DUMP:1|QUIET_DUMP:0|SMALL_GAIN:0|HIGH_CONF:0|ZONE_A:1|DEEP_LOD:0,,CHOPPY,50.3,12.471,16,CONTESTED,0.9513,0.0487,16,13,,,True,VWAP_FAIL_S1 | WICK_1.00,,55,0,0,FLAT,0.0,10.54,-19.923,0.0,0.0,,13:58,8.4401,1.658,-13.271,-0.416,-0.357,0.034,-0.475,1.539,142.5178147268399,838.3233532934144,488.22355289421637,-0.2200642727399856,-0.6216216216216216,0.14705882352941177,-1.201,-3.674,-7.453,-8.65,-10.25,-9.124,-9.124,-4.977,-6.162,-7.406,-6.518,-7.821,-7.939,-9.184,-6.992,-5.807,-7.88,-7.88,-15.937,16:00,121,S1,0,-1.0,1.0,-13.271,4.75,59.8,TRANSITIONING,15,250,-4.359,17.529,VWAP_FAIL_S1 | WICK_0.97,,55,0,FLAT,0.0,10.54,-12.048,0.0,,09:25,9.19,145,14.69,-20.348,-0.321,1.306,0.109,5.55,10.446,7.836,5.441,7.835,4.789,0.11,5.223,3.876,0.762,1.251,0.109,2.067,2.504,-1.632,-8.379,-9.249,-9.902,-7.723,-15.397,-22.797,09:34,8,S2,0,-9.5,150,72.97,0.392,0.628,0.06234,1.6515,-3.94,6,VWAP_FAIL_S1→WICK_1.00,S1,WWR,0.8294,0.4147,195012.0,19.74,PREMATURE,122,16:00,7.9,-6.399,,0,0,0,-0.149,0.191,0,at_entry,150,EARLY,6,10:30,9.7,4.637,,0,0,0,-0.741,-0.392,0,at_entry,150,63.93,0.4386,1.2373,0.42968,-2.3962,-12.13,0,LIVE_STRENGTH→PM_FADE_CONFIRMED→SMALL_BODY_0.00→VPIN_ELEVATED_0.70→THICK_BOOK_LAMBDA_THICK,S2,,RWG,19.845,,3.0468,1.5234,1589664.0,,ON_TIME,0,0,,,,,,0,0,0,0,0,0,0.0,-0.597,0,at_entry,0.03,-20.348,1.05,0.7,TRENDING,2,1,-9.41,0.582,LIVE_STRENGTH | PM_FADE_CONFIRMED | SMALL_BODY_0.00 | VPIN_ELEVATED_0.70 | THICK_BOOK_LAMBDA_THICK,,95,0,0,FLAT,0.0,9.39,-2.13,0.0,ELEVATED,,False,15:56,7.32,536,-20.69,10.383,0.546,6.216,-3.074,11.38,WEAK_INTRADAY,10.38,MIXED,VWAP_FAIL_S1 | WICK_1.00,C-E2,5,0,15:58,2,6.216,5,6.216,6.216,6.216,2.596,6.216,6.216,6.216,6.216,6.216,09:31,10.54,151,14.19,30.55,-0.854,-26.233,-32.685,0.0,SHORT_SETUP,7.3566,5.688,10.4873,25.862,,26.23,D-E1,8.444,0,09:34,3,8.444,5,10,15,20,3.321,8.254,8.349,26.233,6.815,26.233,10:24,9.2701,6.471,-21.036,1.186,1.401,1.921,2.157,4.637,1.834,-0.11,-1.727,-7.016,-11.435,-12.407,-9.495,-11.22,-10.031,-8.415,-6.797,-9.612,0.655,0.43,-4.64,-9.609,-4.735,-16.128,-23.464,10:30,5,S1,0,-1.0,0.969,-21.036,2.49,18.6,TRENDING,11,38,-7.784,12.0,B,-16.128,8.248,0.0,0,,,,,False,0,0,0.0,0.0,0.0,0.0,0.0,0,False
